year,co2,unc,sigma
-42254,201.99679013111552,,0.5218111243675314
-42400,206.22156348649372,,1.8592963740185475
-42540,204.82615482707928,,1.3221096734802074
-42705,212.28537276723185,,0.8466068668648008
-42866,210.4383494018988,,0.561588532800335
-43046,211.4870756888481,,0.3493301859454368
-43192,207.9533487146811,,0.7073278472540326
-43330,213.9182293789752,,0.8169262165638407
-43510,214.5013713408328,,0.8088297806862884
-43746,217.51186974587569,,2.157603814409564
-43927,222.71746789063323,,0.3286856627123699
-44107,221.7721744693644,,1.7364902686179846
-44231,219.24687294689664,,1.1946939040952502
-44358,218.34888238109227,,1.4496019365237585
-44685,216.41663219437743,,1.436574184581793
-44796,214.1828461994789,,0.9871078824358178
-44937,210.83763232817876,,1.5006610348474876
-45136,210.2720270577908,,0.5322358946823342
-45364,207.5966069009341,,1.2005871906427468
-45574,204.2599351400208,,0.9756946684398324
-45760,203.7878948817506,,0.3866234346912695
-45993,205.65965094423697,,0.9718978970553032
-46273,206.18208295015896,,2.047217959921956
-46477,200.97514386943084,,0.5644855670985924
-47037,201.57862918592315,,0.8803304688920406
-47352,200.12004323663527,,0.4030256278081099
-47512,204.0580378539165,,1.2210021850397488
-47778,203.8713291389937,,1.259233519834919
-48056,204.37676012041777,,1.6493255086518053
-48270,206.744026938688,,0.4755074572432232
-48577,207.40999031146947,,0.4590722921753041
-49079,207.63643592103045,,0.9100466307214294
-49481,211.57084710504336,,0.392047133733274
-49829,215.07712976760632,,1.772271181941183
-50136,213.81781717736385,,0.7325164623315384
-50434,219.08254103386616,,0.2751713515158044
-50623,220.7236106732058,,0.3561663133683005
-50850,221.1479059817251,,1.0917934144826629
-51158,223.71721395019227,,1.6788952874417788
-51450,223.261990272584,,0.8871385661997827
-51856,221.13790909272413,,1.4904032668909086
-52206,220.3743647767866,,0.8511190264639169
-52437,217.95673832028172,,1.837334957726648
-52744,213.88701388029443,,1.1375358885809406
-53064,216.8579026931373,,0.6129710484895246
-53343,208.19350573591464,,0.7156257494959056
-53603,214.7766439566713,,0.5454852994420472
-53959,210.2748744860088,,1.2344137510179
-54287,207.67411308560085,,0.8119068846984854
-54553,212.4366913146648,,0.6749285964465614
-55260,215.69652704379405,,0.6265091105747927
-55526,217.3763243825505,,2.487305255395337
-55893,223.71829246142204,,0.490766644067691
-56267,224.3533976707648,,0.8005830542803068
-56483,223.14855036746204,,1.2246646335694424
-57155,231.2935761342168,,0.1473166956652252
-57430,226.3532918442512,,1.37189238114501
-57783,223.45481611599996,,0.6960136714703895
-58159,216.6606807562948,,0.8375778350612826
-58423,212.87091028761077,,0.709019391700449
-58566,217.25313232793505,,0.6007977348797495
-58867,213.77895408048403,,1.3839432095256932
-59110,207.954258455404,,1.2594333599101175
-59284,210.56770709704924,,1.010183663305018
-59604,210.90340290966515,,0.7008887042887728
-59950,206.3768851547348,,1.1971417450755473
-60602,202.5567478249938,,0.945068176947245
-60824,202.7086782342372,,2.335114615637047
-61010,200.14813320360096,,0.6469126275966279
-61605,197.40343593339367,,1.220084715487215
-61946,197.242366435254,,0.7811382073070093
-62163,199.7280299125443,,1.3110146840822283
-62707,203.6954666984904,,0.5062972981758816
-62917,201.6702793802828,,1.1874563560641034
-63096,199.17080568979725,,0.6587740542098689
-63596,208.9757824141881,,3.3382138526070637
-63814,198.17360428453375,,0.7423763436748283
-63987,200.59108353507256,,1.4596360005568931
-64489,204.3859977224767,,2.8744808900052328
-65009,207.20522458616009,,1.6867769716178052
-65364,201.14189964947187,,2.002321175210418
-65779,203.758804582249,,1.0599860055072454
-66196,200.17043811242027,,1.6175015368730532
-66669,203.42547248921588,,0.5692673058598249
-67131,205.42035908699597,,0.8930644015592242
-67642,211.2583877926514,,1.1272728187156154
-68102,215.55081317503783,,1.775314860630425
-68477,220.32661122546068,,0.5476438842363787
-68978,225.17215906542415,,1.3788961042233665
-69329,235.01577011604036,,1.2390352850820374
-69743,237.5634446299485,,0.7545232842425287
-70142,239.45635365708617,,0.8837431869705584
-70540,232.7908655423784,,0.9362796900036766
-70916,232.33476105332247,,0.9669352322296012
-71269,230.89095840633556,,2.0903064188268137
-71800,232.73507960739272,,0.9352211498299682
-72271,231.3339802376306,,0.7002675660137408
-72575,241.2403946279206,,0.9823388858331388
-73117,243.2700059361268,,1.6234082934671858
-73595,249.52367746086176,,0.739188557197642
-73900,249.9395723649484,,0.6312608341102495
-74297,239.34140543854343,,1.1246540641246754
-74746,238.01317290414423,,1.980602707725798
-75106,231.68344444807624,,1.5425260726863828
-75665,224.91795384960736,,1.2971109768474158
-76130,226.64717080896844,,0.8409856276132861
-76557,224.1427524434798,,0.6475957884285086
-77019,227.2993454606292,,0.5594774056151716
-77460,229.25533496544975,,1.3440056547131476
-77927,234.7426828516585,,0.7243919054640138
-78380,230.6005847869417,,0.6188836081658208
-78771,233.92301778529907,,1.4557639895311745
-79256,230.32953997112173,,0.7956939133508402
-79761,234.13416436720672,,1.1690031548929674
-80118,238.88896579028287,,0.9379588522496312
-80576,240.87295493897983,,1.6390087862534692
-81038,246.32246412221588,,0.6979685218656663
-81604,247.1003682352176,,0.9963628866853148
-81990,250.78745315401204,,0.7955495338655367
-82407,243.16072770547603,,0.7588685397294654
-82986,238.42310352799865,,1.098171452929049
-83417,234.68610329976863,,0.6026558497435035
-83940,228.7630419503089,,1.5702164153308855
-84548,223.3774166240217,,0.7248273484194657
-85077,221.05561058442584,,2.319218942693825
-85631,223.62974404078184,,0.9255528771536036
-86186,217.8009629500103,,1.570896058914503
-86751,223.98941409211108,,0.5037664470855885
-87294,227.3783735355835,,1.0994600980061504
-87746,228.87834564758057,,0.5827139079255338
-88367,229.73738145870652,,1.2932470859753369
-88884,231.55865048827812,,0.5657796451497026
-89495,231.12075636405777,,0.5746336904186475
-89999,233.7418402936756,,1.1116439014712285
-90717,232.45568865935812,,2.220579734316614
-91474,235.1600042216258,,0.825646178065128
-91873,238.2070953273144,,0.7742785032639387
-92618,242.40636016295772,,0.5336583881577264
-93284,242.9141171772084,,1.0680429441934671
-93971,246.19646528867355,,1.542984026657226
-94524,245.7647295013877,,0.5968319850410163
-95320,242.35406601147716,,2.0356171058595214
-95977,239.85849997327503,,0.4490202478734186
-96633,243.179887786166,,0.2329829887657525
-97411,242.98971287919505,,1.0068160467597298
-98126,245.62557787811392,,1.069157605996378
-98593,247.872113110669,,1.0978904362663182
-99375,244.762424566832,,1.1289953724167154
-100021,240.0715355271941,,0.9399178816334112
-100814,237.07327561500705,,1.7537460901846784
-101358,240.68407213384208,,0.9370622200614068
-102324,247.76162928794557,,0.8302234054354171
-102381,238.88,,1.55
-103016,242.36,,2.64962962962963
-103557,248.78,,9.96
-104039,257.58,,4.2
-104306,241.4,,2.64962962962963
-104418,244.83,,3.05
-105024,240.34,,2.64962962962963
-106451,236.43,,2.64962962962963
-107179,244.44,,1.58
-107889,244.13,,2.64962962962963
-108605,246.69,,2.64962962962963
-109926,257.93,,2.94
-110686,256.79,,2.64962962962963
-110991,263.12,,2.64962962962963
-111169,264.75,,3.64
-111728,260.58,,2.64962962962963
-112300,267.9,,2.64962962962963
-112865,275.07,,2.64962962962963
-113496,276.96,,1.63
-113958,273.16,,2.64962962962963
-114525,273.63,,2.64962962962963
-115235,274.03,,2.64962962962963
-115669,274.98,,4.03
-116708,277.72,,2.64962962962963
-117292,267.74,,2.64962962962963
-117765,274.59,,1.3
-118194,268.73,,2.64962962962963
-118592,276.82,,2.64962962962963
-119476,279.48,,2.26
-119891,276.61,,2.64962962962963
-120150,278.25,,3.4
-120342,279.0,,2.64962962962963
-121063,279.16,,2.64962962962963
-121680,274.6,,6.56
-122009,275.87,,2.64962962962963
-122454,281.54,,2.64962962962963
-122867,275.52,,2.64962962962963
-123342,276.81,,2.78
-124063,275.15,,2.64962962962963
-124749,273.02,,2.64962962962963
-125012,274.93,,2.64962962962963
-125363,275.78,,2.64962962962963
-125553,276.88,,3.83
-126074,276.03,,0.28
-126222,280.72,,2.64962962962963
-126516,285.76,,2.64962962962963
-126928,271.08,,2.64962962962963
-127128,268.44,,1.92
-127705,260.61,,3.45
-128423,251.84,,2.64962962962963
-128868,250.84,,2.64962962962963
-129372,241.13,,1.89
-130026,232.28,,2.64962962962963
-130759,228.0,,2.64962962962963
-130981,224.63,,2.64962962962963
-131825,222.74,,2.64962962962963
-132572,212.43,,2.64962962962963
-134615,203.74,,0.79
-135813,199.18,,2.64962962962963
-136884,198.55,,1.08
-137999,192.75,,0.19
-140410,196.51,,0.95
-141701,194.59,,2.64962962962963
-142849,196.02,,2.64962962962963
-144158,193.59,,0.64
-146283,195.81,,4.05
-147516,201.78,,2.64962962962963
-148644,202.51,,2.64962962962963
-149494,202.35,,1.86
-151824,198.78,,1.73
-152939,196.3,,2.64962962962963
-154356,189.38,,2.64962962962963
-156716,189.0,,3.0
-157766,185.5,,3.0
-158204,187.5,,3.0
-161908,204.3,,3.0
-162384,196.5,,3.0
-164193,191.6,,3.0
-164834,190.1,,3.0
-165964,186.7,,3.0
-166795,183.8,,3.0
-167564,196.6,,3.0
-169989,197.8,,3.0
-172492,197.7,,3.0
-173883,196.0,,3.0
-174903,190.3,,3.0
-175583,189.4,,3.0
-175779,190.1,,3.0
-177923,207.7,,3.0
-179352,213.2,,3.0
-180246,217.7,,3.0
-181307,198.1,,3.0
-182421,199.7,,3.0
-184461,203.4,,3.0
-186487,210.7,,3.0
-187856,231.3,,3.0
-189304,231.4,,3.0
-190014,220.3,,3.0
-191124,218.0,,3.0
-193176,226.5,,3.0
-193849,220.0,,3.0
-195637,226.4,,3.0
-196377,241.2,,3.0
-196988,242.6,,3.0
-199802,250.9,,3.0
-200794,239.1,,3.0
-201892,247.6,,3.0
-203253,244.4,,3.0
-203625,231.9,,3.0
-203994,232.2,,3.0
-204409,228.6,,3.0
-204946,226.3,,3.0
-205290,229.4,,3.0
-205672,231.4,,3.0
-206158,238.1,,3.0
-206324,237.2,,3.0
-206871,230.0,,3.0
-207132,240.5,,3.0
-207495,242.2,,3.0
-208016,244.6,,3.0
-208225,243.9,,3.0
-208882,247.2,,3.0
-209108,252.0,,3.0
-209627,246.9,,3.0
-210128,239.5,,3.0
-210583,257.4,,3.0
-211380,243.4,,3.0
-212208,251.2,,3.0
-213130,241.4,,3.0
-213962,240.3,,3.0
-214356,242.6,,3.0
-214914,247.5,,3.0
-215465,251.7,,3.0
-215744,251.1,,3.0
-216250,245.3,,3.0
-217117,240.5,,3.0
-218985,214.1,,3.0
-219747,216.1,,3.0
-220589,207.1,,3.0
-221179,208.8,,3.0
-222321,205.6,,3.0
-224309,203.3,,3.0
-224899,215.7,,3.0
-225769,235.5,,3.0
-226489,234.5,,3.0
-226816,233.1,,3.0
-227622,224.5,,3.0
-229179,232.4,,3.0
-230241,233.9,,3.0
-230906,241.6,,3.0
-234040,245.2,,3.0
-234476,252.1,,3.0
-234900,241.4,,3.0
-235441,247.4,,3.0
-235955,243.1,,3.0
-236475,239.1,,3.0
-237058,245.6,,3.0
-237437,245.8,,3.0
-237788,247.4,,3.0
-238240,252.8,,3.0
-239383,259.7,,3.0
-239905,263.2,,3.0
-240735,279.0,,3.0
-241188,280.2,,3.0
-242171,263.7,,3.0
-242632,252.3,,3.0
-243107,249.9,,3.0
-243614,236.7,,3.0
-244238,230.4,,3.0
-244920,219.4,,3.0
-247149,214.7,,3.0
-249440,200.2,,3.0
-250182,213.9,,3.0
-251003,195.4,,3.0
-251806,196.7,,3.0
-252637,195.4,,3.0
-254348,199.0,,3.0
-255110,201.9,,3.0
-255958,204.0,,3.0
-257446,203.9,,3.0
-258944,209.6,,3.0
-259343,205.7,,3.0
-260104,208.9,,3.0
-260867,214.6,,3.0
-262633,228.1,,3.0
-264184,199.9,,3.0
-265057,211.7,,3.0
-266307,188.7,,3.0
-267045,187.2,,3.0
-267990,194.2,,3.0
-269086,198.8,,3.0
-270199,184.7,,3.0
-271215,190.4,,3.0
-272214,193.9,,3.0
-273204,194.1,,3.0
-274307,198.4,,3.0
-275493,193.2,,3.0
-276640,202.2,,3.0
-277669,204.5,,3.0
-278608,211.0,,3.0
-279450,215.3,,3.0
-280642,223.7,,3.0
-282484,231.3,,3.0
-283981,228.0,,3.0
-284659,226.4,,3.0
-285493,231.4,,3.0
-285870,230.4,,3.0
-286336,231.0,,3.0
-288234,234.9,,3.0
-288913,220.4,,3.0
-289612,217.1,,3.0
-290868,207.6,,3.0
-291700,206.0,,3.0
-292505,206.7,,3.0
-293414,212.7,,3.0
-294878,213.1,,3.0
-296754,217.1,,3.0
-297426,224.4,,3.0
-298165,231.0,,3.0
-299075,236.1,,3.0
-300134,239.0,,3.0
-301166,236.0,,3.0
-302150,240.2,,3.0
-303149,240.7,,3.0
-303828,250.2,,3.0
-304631,248.6,,3.0
-305513,244.8,,3.0
-306375,225.8,,3.0
-307473,227.8,,3.0
-308060,226.2,,3.0
-308826,233.2,,3.0
-309720,237.8,,3.0
-310643,239.0,,3.0
-311393,241.9,,3.0
-312101,251.6,,3.0
-312886,256.7,,3.0
-313707,257.1,,3.0
-314500,246.8,,3.0
-315199,272.6,,3.0
-315982,251.6,,3.0
-316902,245.2,,3.0
-317879,233.4,,3.0
-318966,255.8,,3.0
-319867,249.2,,3.0
-321433,257.2,,3.0
-322216,260.4,,3.0
-323057,260.3,,3.0
-323873,260.5,,3.0
-324641,266.2,,3.0
-325485,264.0,,3.0
-326136,266.1,,3.0
-326820,270.1,,3.0
-327464,271.9,,3.0
-328103,275.1,,3.0
-329343,265.0,,3.0
-330194,271.7,,3.0
-330848,272.6,,3.0
-331550,273.1,,3.0
-332047,282.4,,3.0
-332399,289.1,,3.0
-332593,288.4,,3.0
-333152,298.6,,3.0
-333757,278.1,,3.0
-334427,285.8,,3.0
-334917,278.6,,3.0
-335566,270.5,,3.0
-336263,255.7,,3.0
-337041,241.9,,3.0
-338033,239.6,,3.0
-338785,234.2,,3.0
-340841,250.1,,3.0
-341973,200.7,,3.0
-343050,205.2,,3.0
-344370,204.8,,3.0
-345594,211.9,,3.0
-347189,220.3,,3.0
-349726,221.1,,3.0
-351224,216.2,,3.0
-352462,209.4,,3.0
-353867,209.2,,3.0
-357060,193.0,,3.0
-358733,186.1,,3.0
-360617,185.8,,3.0
-363240,201.2,,3.0
-366115,206.3,,3.0
-369435,201.9,,3.0
-371507,199.9,,3.0
-373254,214.7,,3.0
-375084,224.6,,3.0
-376810,229.6,,3.0
-380981,227.0,,3.0
-382607,240.0,,3.0
-384333,239.1,,3.0
-385874,246.8,,3.0
-387460,245.8,,3.0
-390337,258.1,,3.0
-391027,259.5,,3.0
-392053,273.6,,3.0
-392956,260.7,,3.0
-396325,276.3,,3.0
-397976,277.1,,3.0
-398760,283.2,,3.0
-400190,283.1,,3.0
-400909,275.7,,3.0
-402363,276.5,,3.0
-403112,280.5,,3.0
-404592,279.6,,3.0
-405332,285.6,,3.0
-406868,284.5,,3.0
-407648,274.7,,3.0
-408503,282.6,,3.0
-409397,283.5,,3.0
-411308,274.9,,3.0
-412260,264.9,,3.0
-413229,271.6,,3.0
-413995,276.4,,1.6
-414475,271.7,,1.2
-415490,273.4,,1.5
-416006,271.8,,1.7
-416555,274.6,,1.8
-417625,273.7,,0.8
-418183,271.2,,1.5
-418751,273.8,,1.6
-419962,268.6,,1.4
-420582,266.4,,1.8
-421275,270.6,,1.1
-422557,267.7,,2.9
-423182,268.3,,1.9
-423790,270.8,,1.1
-424287,270.0,,2.5
-424671,265.4,,2.0
-425204,255.3,,1.3
-425991,252.1,,0.7
-426890,248.2,,0.9
-427228,242.5,,1.5
-429073,219.7,,1.7
-430229,227.2,,2.2
-431900,211.5,,1.7
-432429,207.6,,1.3
-433989,209.8,,1.6
-435535,207.5,,1.3
-437113,200.3,,1.6
-438709,201.7,,1.6
-440280,201.3,,1.1
-441894,202.0,,1.5
-443381,199.1,,1.1
-445269,201.1,,0.9
-446509,203.5,,0.6
-447621,208.1,,1.8
-448692,201.7,,1.7
-449797,201.2,,2.1
-450785,204.9,,1.4
-451825,201.9,,1.8
-452914,198.4,,1.3
-454051,193.3,,1.6
-455164,192.5,,1.0
-455795,199.1,,0.6
-456258,204.3,,1.0
-456844,203.3,,1.0
-457261,208.3,,1.4
-458302,202.4,,1.3
-459336,195.5,,0.8
-460464,190.7,,1.9
-461576,194.4,,0.7
-462649,199.9,,2.6
-463315,205.2,,0.9
-463651,210.0,,0.7
-464682,208.1,,2.2
-465756,204.4,,1.9
-466927,203.4,,1.2
-468090,205.5,,0.9
-468775,206.5,,0.9
-469250,215.5,,2.3
-469874,218.7,,0.9
-470313,229.2,,1.4
-470913,232.7,,0.7
-471267,243.7,,1.8
-471850,243.9,,1.1
-472142,245.6,,0.9
-473024,241.2,,1.7
-473975,233.1,,0.6
-474999,232.8,,1.1
-475991,236.6,,1.0
-476942,239.1,,0.9
-477452,236.5,,1.2
-477825,231.3,,1.0
-478378,220.8,,0.7
-478776,218.8,,2.3
-479712,223.8,,1.4
-480630,223.4,,1.7
-481445,227.3,,1.3
-482229,231.4,,1.1
-482986,231.4,,1.3
-483717,231.2,,1.2
-484448,233.0,,1.4
-485179,232.9,,1.2
-485898,231.3,,1.2
-486615,237.1,,1.8
-487352,242.0,,0.2
-487769,240.9,,0.4
-488076,252.8,,2.5
-488544,249.3,,2.7
-488783,242.6,,0.6
-489501,243.3,,1.3
-490204,246.7,,1.6
-490913,243.7,,1.4
-491643,239.7,,1.9
-492350,239.1,,1.2
-493074,238.3,,2.0
-493775,238.5,,1.4
-494494,237.6,,1.6
-495237,236.4,,2.1
-496015,236.5,,1.7
-496787,232.8,,0.8
-497576,230.6,,0.5
-498354,230.8,,1.0
-499133,228.2,,1.7
-499911,230.8,,1.4
-500687,231.2,,0.8
-501468,232.0,,1.6
-502227,232.2,,1.4
-502961,234.1,,0.8
-503734,233.9,,1.1
-504533,235.5,,1.8
-505362,236.0,,2.1
-506167,238.2,,0.9
-506990,237.0,,0.8
-507834,240.3,,0.7
-508702,233.4,,1.0
-509562,236.4,,1.4
-510413,235.2,,0.5
-511254,242.0,,0.8
-512083,238.2,,1.0
-512897,239.2,,1.2
-513700,241.5,,1.3
-514470,243.0,,0.5
-515204,247.2,,2.2
-515926,246.2,,2.6
-516650,245.5,,1.1
-517379,245.3,,1.3
-518123,247.7,,1.4
-518871,245.5,,0.8
-519624,243.5,,0.7
-521851,241.9,,1.4
-522620,236.8,,0.8
-523387,235.8,,1.2
-524156,233.7,,0.7
-524945,230.3,,0.8
-525748,227.8,,0.6
-526566,224.7,,1.9
-527453,222.7,,1.0
-528340,221.2,,1.2
-529251,220.3,,0.5
-530128,220.7,,0.9
-530642,214.5,,0.5
-531037,211.4,,2.2
-531604,204.4,,0.6
-531982,200.0,,0.8
-532718,195.1,,0.7
-533093,193.8,,0.8
-533745,190.5,,1.7
-534228,199.8,,1.2
-535384,199.4,,0.8
-536490,205.0,,0.9
-537563,206.4,,0.7
-538633,212.9,,1.3
-539703,211.2,,0.7
-540790,205.0,,0.8
-541894,203.6,,1.2
-542935,208.1,,0.8
-543914,210.3,,1.6
-544880,209.6,,1.6
-545856,209.7,,0.8
-546820,204.6,,1.9
-547770,202.5,,1.6
-548280,208.8,,0.7
-548632,213.6,,0.9
-549431,215.2,,0.5
-550161,219.9,,0.5
-550731,221.7,,1.4
-551070,222.3,,0.9
-551295,226.3,,0.9
-551669,222.1,,1.1
-551858,220.3,,0.3
-552529,223.6,,1.1
-553208,224.3,,2.2
-553892,226.7,,1.2
-554457,233.9,,1.5
-554973,241.0,,1.4
-555248,243.0,,0.8
-555435,249.1,,2.1
-555707,244.0,,1.5
-555888,250.5,,0.8
-556204,245.6,,1.3
-556356,240.4,,0.9
-556827,238.1,,1.2
-557366,234.5,,1.0
-557686,229.7,,0.4
-557922,230.2,,0.7
-558486,230.3,,1.5
-559015,228.3,,0.9
-559500,231.6,,1.2
-559938,231.9,,1.2
-560360,234.6,,1.5
-560705,234.1,,0.9
-561184,240.1,,2.1
-561585,242.3,,0.5
-561977,245.7,,1.8
-562360,245.8,,0.5
-562774,247.6,,1.5
-563184,251.4,,1.7
-563588,252.4,,1.7
-563945,252.6,,1.0
-564295,251.4,,0.7
-564638,253.7,,0.8
-564968,254.3,,1.6
-565289,253.9,,0.7
-565598,254.5,,1.6
-565934,253.2,,0.9
-566254,253.9,,1.2
-566584,252.8,,1.1
-566980,253.0,,0.6
-567364,250.2,,0.4
-567733,251.3,,1.3
-568117,250.0,,1.3
-568513,251.3,,1.3
-568912,251.8,,1.2
-569311,251.8,,1.3
-569683,249.6,,0.5
-570024,251.6,,1.7
-570365,250.3009961681342,,1.0367141312613442
-570719,246.30955184938028,,1.1463086611230204
-571103,247.65697248974385,,0.6803772992000607
-571525,249.18618138857704,,1.083259495255621
-571963,248.72078039844757,,0.3908957770107191
-572414,251.7666008144979,,1.7773613165168485
-572856,251.8615047665413,,0.6979653871810029
-573283,252.08002667419615,,1.3008693087626229
-573704,248.8639219697805,,0.9769547197838526
-574162,252.543697553062,,0.521554005548807
-574649,252.8973536409592,,1.0607246117810047
-575165,251.2965766771463,,1.059293978043261
-575703,251.341725346752,,1.1303544188686772
-576246,251.0792763522184,,0.595627620512461
-576792,249.0568689785398,,0.4807395294254249
-577330,252.92340485161623,,1.065351284794579
-577883,251.47302309267096,,1.8038686375787312
-578260,244.13978325747763,,1.670671659998862
-578451,243.8071398156684,,0.868290266631439
-578864,236.17021956160747,,0.3017587944803129
-579168,230.2553890769855,,0.5724214276419878
-579596,225.2070402346668,,1.565155138170304
-579978,219.4126580601745,,0.8117183114200421
-580504,215.44586651227405,,1.07096189858344
-580886,209.88341782048892,,1.1769936805769108
-581624,206.68125254107684,,0.5068690755391836
-582008,210.6390178335049,,0.6383923432232126
-584770,223.95763277250387,,0.8675012574815162
-585221,225.9929310765137,,1.4457602611893452
-585938,234.40092907192803,,0.5019958595323035
-586329,238.7841158534624,,0.9756810880396092
-586990,246.34602904387208,,1.8029438166959195
-587475,250.20456464222792,,0.4007108997440896
-588090,248.1046423657793,,0.559608662543458
-588538,243.5553025827732,,0.7599033856330139
-589069,237.37751240309967,,0.7514988885033725
-590433,225.678803565834,,1.1274976170016895
-590835,229.3866700921104,,1.2532747452078818
-591611,233.1632188953882,,0.2824806019433695
-592096,238.1475936125431,,0.8935873097575461
-592913,237.9772146198636,,1.0535690359542107
-593486,232.91795566697328,,0.5962378482178416
-594271,221.2172428733,,1.7682609591816072
-594841,216.4410115698623,,0.91316283531538
-595853,216.27309709713364,,1.4842578543166225
-596379,219.0222803388292,,1.002835910838599
-597268,225.9716626647501,,1.1365546928663075
-597864,229.38148051861887,,1.3931304975329866
-599305,232.45478922791705,,1.3038065350794426
-600650,237.8582812314746,,0.7911132918851009
-601999,239.14012591458967,,1.0943850856139088
-603353,244.5322516170048,,0.7016670002253649
-604675,248.4801850050678,,1.6785306654369767
-606029,254.57832546938147,,1.2212819152641674
-607297,259.22379791893974,,1.816380535587509
-608479,257.7448677422332,,0.4575246597173467
-609601,257.8151013837554,,2.1059044636026454
-609650,259.6847091794925,,1.1644945032222638
-610811,258.13797445364014,,1.4145866443089945
-611992,256.193578648728,,0.3923918341014312
-613190,252.74797477389265,,1.0558532435516896
-614349,252.8982584181087,,0.6188803786276929
-614406,252.729800513971,,0.9356804108588554
-615659,252.63944486217684,,1.0614482021587828
-617003,248.28893339724928,,1.000936592352468
-618333,245.8865878724808,,0.2868457917392431
-619701,243.5306835863856,,0.8113406949026285
-621000,243.88545246756436,,2.840729062054228
-621104,239.19230883467588,,0.8325415437760351
-622546,237.92850701362372,,1.024716806885159
-623447,235.02330647237795,,0.3465564486843668
-624097,228.5122253513537,,0.8830231439022055
-625019,215.70968264504967,,0.4796657087953161
-625880,205.76310728563763,,0.9357682297417156
-627189,199.52416462021895,,0.7680869674659921
-627819,205.26582182975855,,0.8675590803826428
-627916,200.77734554085592,,0.4993715182694097
-629576,200.4570693283412,,1.8142630735080976
-630406,196.49917279673912,,1.514601076047805
-632127,193.09789993536265,,1.5526757621230791
-632931,195.94989153226655,,1.5295453093531153
-633059,194.85936588137292,,1.7631466086235197
-634571,194.00258992033588,,0.656973472184163
-635764,195.33150117951013,,1.850606616232673
-637468,188.8477364074226,,0.9625092283250918
-638422,190.1777336005101,,0.4988112904085067
-640124,191.3842569534652,,1.0476237359173044
-640906,191.5605717991007,,1.125125660975763
-642350,195.3061298127235,,1.2535435328206734
-643200,195.8204274432848,,0.9496040152720904
-644426,189.88548096825596,,2.0195381674049586
-645304,191.8480609628653,,1.0021358748154088
-646662,193.4765987078096,,0.7445260814920164
-647241,196.171494104952,,0.4384744657168455
-648398,189.2501799432969,,1.217006115287788
-648997,193.44315462070247,,0.710364547509546
-650154,187.2748940558699,,0.5419652663388468
-650758,186.7937683040444,,0.9689950746862728
-651780,192.8691774329536,,1.8458811199062075
-652488,194.81602929906572,,0.9848635910685708
-653574,199.99595342018023,,0.533737275122934
-654182,200.35242454933484,,0.7452710439425393
-655231,192.9341212467433,,0.6495834043117569
-655704,189.23340881737832,,1.782637246447658
-655771,190.8769405532136,,0.8745422048769677
-656814,184.098136363561,,0.2872499959310805
-657343,187.3800806732598,,1.0624536886831395
-657461,185.6837857761792,,0.4142988057162743
-658513,188.43427447380083,,0.952114568150456
-659168,193.9700304568731,,0.9860539703018264
-659265,191.59170346951032,,0.7748889463688593
-660332,189.6905841804821,,1.5153285959589515
-660846,193.9082170435541,,2.1187140471892407
-660927,190.86103041769672,,1.0188990068199388
-661987,191.02249326390395,,1.2013429676122072
-662370,192.55321359717547,,1.303303128464265
-662458,187.7670323098909,,0.8324468692082797
-663371,180.16659707392196,,1.1165737704283798
-663886,180.53768178380184,,1.116933774815544
-664803,174.76867941399888,,1.0439980375019229
-665459,173.71362014216885,,1.3774806668983484
-666465,177.7146610306198,,0.6829207941950545
-666965,180.6705433303129,,0.7071238177117776
-667869,187.6555369926176,,0.1835038939585193
-668346,191.5141318512642,,0.924357446344934
-669120,194.87837297832084,,0.9683245955434528
-669507,196.8275423165405,,0.6946123830988237
-670200,194.789560383579,,0.5814576171521617
-670811,197.1291521940604,,0.9922885896023796
-671746,201.1220985980582,,1.0023985105114763
-672279,204.669745646326,,0.7311593303092837
-673078,211.69145610328425,,0.5840187534379967
-673456,216.1224817958984,,0.8064128363641915
-674580,222.57485445876677,,0.7600945737942328
-675202,219.96238463739664,,0.6068220435788323
-675650,216.59070226826563,,0.9337002877588132
-676378,218.20973466460345,,1.380134405410298
-676791,220.086237115456,,1.524574287694893
-677505,229.16045804591084,,0.8058615073712767
-677785,232.70102424711223,,0.8978986975794354
-678362,233.61111358821643,,0.5501250025259403
-678677,233.1080061479115,,1.163398055546719
-679275,225.80855816583323,,1.211256716881031
-679719,227.89516025735253,,1.319533797000754
-680393,221.30626385386472,,0.8869720844699525
-680790,219.1411841639893,,0.9510402564768944
-681507,220.2352186749276,,1.6793307751582849
-681878,222.6967127552533,,0.6043873195707454
-682473,225.64160209672892,,1.649888470751343
-682808,224.3560776723839,,1.2948697687199315
-683344,221.82035466276145,,0.7708420713808073
-683729,220.62261407272987,,0.6968539570047005
-684319,220.6316642042182,,1.3852335293701394
-684631,222.61792578852743,,1.0450375122331623
-685204,222.7044405108711,,1.053978755694425
-685495,222.96501296914877,,1.242740476446459
-686050,226.72892608676472,,1.0037480094564408
-686350,227.65046207304687,,1.3423382221382965
-686859,227.6358560751815,,1.136448920064188
-687207,230.66878933516543,,1.6632944084792058
-687743,232.0747771551575,,1.289678689631009
-688001,232.26747586461005,,1.4855775774543163
-688524,235.8000553317824,,0.9915758682460468
-688786,236.4535724768809,,0.5292332852170494
-689271,239.2879301088554,,1.0526140521315526
-689517,238.41599878810229,,1.2427951974014642
